,Disease,Combined_Symptoms,Precaution_1,Precaution_2,Precaution_3,Precaution_4
4043,Tuberculosis," chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum",cover mouth,consult doctor,medication,rest
4044,Common Cold," continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
4045,Pneumonia," chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum",consult doctor,medication,rest,follow up
4046,Dimorphic hemmorhoids(piles)," constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
4047,Heart attack," vomiting,  breathlessness,  sweating,  chest_pain",call ambulance,chew or swallow asprin,keep calm,
4048,Varicose veins," fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
4049,Hypothyroidism," fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation",reduce stress,exercise,eat healthy,get proper sleep
4050,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
4051,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
4052,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
4053,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
4054,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
4055,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
4056,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4057,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4058,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4059,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
4060,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
4061,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
4062,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
4063,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
4064,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
4065,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
4066,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
4067,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
4068,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
4069,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
4070,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
4071,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
4072,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
4073,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
4074,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
4075,Chicken pox,"itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
4076,Dengue," skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
4077,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
4078,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
4079,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
4080,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
4081,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
4082,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
4083,Alcoholic hepatitis," vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload",stop alcohol consumption,consult doctor,medication,follow up
4084,Tuberculosis," chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum",cover mouth,consult doctor,medication,rest
4085,Common Cold," continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
4086,Pneumonia," chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum",consult doctor,medication,rest,follow up
4087,Dimorphic hemmorhoids(piles)," constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
4088,Heart attack," vomiting,  breathlessness,  sweating,  chest_pain",call ambulance,chew or swallow asprin,keep calm,
4089,Varicose veins," fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
4090,Hypothyroidism," fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation",reduce stress,exercise,eat healthy,get proper sleep
4091,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
4092,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
4093,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
4094,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
4095,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
4096,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
4097,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4098,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4099,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4100,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
4101,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
4102,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
4103,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
4104,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
4105,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
4106,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
4107,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
4108,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
4109,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
4110,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
4111,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
4112,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
4113,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
4114,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
4115,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
4116,Chicken pox,"itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
4117,Dengue," skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
4118,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
4119,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
4120,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
4121,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
4122,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
4123,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
4124,Alcoholic hepatitis," vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload",stop alcohol consumption,consult doctor,medication,follow up
4125,Tuberculosis," chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum",cover mouth,consult doctor,medication,rest
4126,Common Cold," continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
4127,Pneumonia," chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum",consult doctor,medication,rest,follow up
4128,Dimorphic hemmorhoids(piles)," constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
4129,Heart attack," vomiting,  breathlessness,  sweating,  chest_pain",call ambulance,chew or swallow asprin,keep calm,
4130,Varicose veins," fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
4131,Hypothyroidism," fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation",reduce stress,exercise,eat healthy,get proper sleep
4132,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
4133,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
4134,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
4135,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
4136,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
4137,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
4138,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4139,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4140,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4141,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
4142,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
4143,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
4144,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
4145,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
4146,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
4147,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
4148,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
4149,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
4150,Bronchial Asthma," fatigue,  cough,  high_fever,  breathlessness,  family_history,  mucoid_sputum",switch to loose cloothing,take deep breaths,get away from trigger,seek help
4151,Hypertension ," headache,  chest_pain,  dizziness,  loss_of_balance,  lack_of_concentration",meditation,salt baths,reduce stress,get proper sleep
4152,Migraine," acidity,  indigestion,  headache,  blurred_and_distorted_vision,  excessive_hunger,  stiff_neck,  depression,  irritability,  visual_disturbances",meditation,reduce stress,use poloroid glasses in sun,consult doctor
4153,Cervical spondylosis," back_pain,  weakness_in_limbs,  neck_pain,  dizziness,  loss_of_balance",use heating pad or cold pack,exercise,take otc pain reliver,consult doctor
4154,Paralysis (brain hemorrhage)," vomiting,  headache,  weakness_of_one_body_side,  altered_sensorium",massage,eat healthy,exercise,consult doctor
4155,Jaundice,"itching,  vomiting,  fatigue,  weight_loss,  high_fever,  yellowish_skin,  dark_urine,  abdominal_pain",drink plenty of water,consume milk thistle,eat fruits and high fiberous food,medication
4156,Malaria," chills,  vomiting,  high_fever,  sweating,  headache,  nausea,  diarrhoea,  muscle_pain",Consult nearest hospital,avoid oily food,avoid non veg food,keep mosquitos out
4157,Chicken pox,"itching,  skin_rash,  fatigue,  lethargy,  high_fever,  headache,  loss_of_appetite,  mild_fever,  swelled_lymph_nodes,  malaise,  red_spots_over_body",use neem in bathing ,consume neem leaves,take vaccine,avoid public places
4158,Dengue," skin_rash,  chills,  joint_pain,  vomiting,  fatigue,  high_fever,  headache,  nausea,  loss_of_appetite,  pain_behind_the_eyes,  back_pain,  malaise,  muscle_pain,  red_spots_over_body",drink papaya leaf juice,avoid fatty spicy food,keep mosquitos away,keep hydrated
4159,Typhoid," chills,  vomiting,  fatigue,  high_fever,  headache,  nausea,  constipation,  abdominal_pain,  diarrhoea,  toxic_look_(typhos),  belly_pain",eat high calorie vegitables,antiboitic therapy,consult doctor,medication
4160,hepatitis A," joint_pain,  vomiting,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  diarrhoea,  mild_fever,  yellowing_of_eyes,  muscle_pain",Consult nearest hospital,wash hands through,avoid fatty spicy food,medication
4161,Hepatitis B,"itching,  fatigue,  lethargy,  yellowish_skin,  dark_urine,  loss_of_appetite,  abdominal_pain,  yellow_urine,  yellowing_of_eyes,  malaise,  receiving_blood_transfusion,  receiving_unsterile_injections",consult nearest hospital,vaccination,eat healthy,medication
4162,Hepatitis C," fatigue,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes,  family_history",Consult nearest hospital,vaccination,eat healthy,medication
4163,Hepatitis D," joint_pain,  vomiting,  fatigue,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",consult doctor,medication,eat healthy,follow up
4164,Hepatitis E," joint_pain,  vomiting,  fatigue,  high_fever,  yellowish_skin,  dark_urine,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes,  acute_liver_failure,  coma,  stomach_bleeding",stop alcohol consumption,rest,consult doctor,medication
4165,Alcoholic hepatitis," vomiting,  yellowish_skin,  abdominal_pain,  swelling_of_stomach,  distention_of_abdomen,  history_of_alcohol_consumption,  fluid_overload",stop alcohol consumption,consult doctor,medication,follow up
4166,Tuberculosis," chills,  vomiting,  fatigue,  weight_loss,  cough,  high_fever,  breathlessness,  sweating,  loss_of_appetite,  mild_fever,  yellowing_of_eyes,  swelled_lymph_nodes,  malaise,  phlegm,  chest_pain,  blood_in_sputum",cover mouth,consult doctor,medication,rest
4167,Common Cold," continuous_sneezing,  chills,  fatigue,  cough,  high_fever,  headache,  swelled_lymph_nodes,  malaise,  phlegm,  throat_irritation,  redness_of_eyes,  sinus_pressure,  runny_nose,  congestion,  chest_pain,  loss_of_smell,  muscle_pain",drink vitamin c rich drinks,take vapour,avoid cold food,keep fever in check
4168,Pneumonia," chills,  fatigue,  cough,  high_fever,  breathlessness,  sweating,  malaise,  phlegm,  chest_pain,  fast_heart_rate,  rusty_sputum",consult doctor,medication,rest,follow up
4169,Dimorphic hemmorhoids(piles)," constipation,  pain_during_bowel_movements,  pain_in_anal_region,  bloody_stool,  irritation_in_anus",avoid fatty spicy food,consume witch hazel,warm bath with epsom salt,consume alovera juice
4170,Heart attack," vomiting,  breathlessness,  sweating,  chest_pain",call ambulance,chew or swallow asprin,keep calm,
4171,Varicose veins," fatigue,  cramps,  bruising,  obesity,  swollen_legs,  swollen_blood_vessels,  prominent_veins_on_calf",lie down flat and raise the leg high,use oinments,use vein compression,dont stand still for long
4172,Hypothyroidism," fatigue,  weight_gain,  cold_hands_and_feets,  mood_swings,  lethargy,  dizziness,  puffy_face_and_eyes,  enlarged_thyroid,  brittle_nails,  swollen_extremeties,  depression,  irritability,  abnormal_menstruation",reduce stress,exercise,eat healthy,get proper sleep
4173,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
4174,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
4175,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
4176,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
4177,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
4178,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
4179,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
4180,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
4181,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
4182,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
4183,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
4184,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
4185,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
4186,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
